"","representative","niche","primary_cluster_id","GTDB_GENOME","gene_id","gene_id_all","present"
"23843","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA449","RS_GCF_020525925.1","NC_010870.1_119","NZ_CP115377.1_59",0
"23844","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA449","RS_GCF_020525925.1","NC_010870.1_119","NZ_CP139811.1_48",0
"23845","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA449","RS_GCF_020525925.1","NC_010870.1_119","NZ_CP142966.1_27",0
"23846","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA449","RS_GCF_020525925.1","NC_010870.1_119","NZ_CP146544.1_32",0
"23847","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA449","RS_GCF_020525925.1","NC_010870.1_119","NZ_KP056256.1_146",0
"23848","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA449","RS_GCF_020525925.1","NC_010870.1_119","NZ_MN732922.1_254",0
"23849","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA449","RS_GCF_020525925.1","NC_010870.1_119","NZ_MZ513634.1_46",0
"23850","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA449","RS_GCF_020525925.1","NC_010870.1_119","NZ_OP290545.1_1",0
"23851","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA449","RS_GCF_020525925.1","NC_010870.1_119","OV141395.1_159",0
"23852","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA454","RS_GCF_000742135.1","NC_010870.1_119","AM261282.1_29",0
"23853","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA454","RS_GCF_000742135.1","NC_010870.1_119","AP018569.2_107",0
"23854","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA454","RS_GCF_000742135.1","NC_010870.1_119","AP019386.1_109",0
"23855","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA454","RS_GCF_000742135.1","NC_010870.1_119","AP019386.1_110",0
"23856","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA454","RS_GCF_000742135.1","NC_010870.1_119","AP026508.1_104",0
"23857","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA454","RS_GCF_000742135.1","NC_010870.1_119","AP027468.1_321",0
"23858","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA454","RS_GCF_000742135.1","NC_010870.1_119","CP034325.1_174",0
"23859","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA454","RS_GCF_000742135.1","NC_010870.1_119","CP034325.1_175",0
"23860","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA454","RS_GCF_000742135.1","NC_010870.1_119","CP057748.1_80",0
"23861","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA454","RS_GCF_000742135.1","NC_010870.1_119","NC_010870.1_119",1
"23862","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA454","RS_GCF_000742135.1","NC_010870.1_119","NZ_AP027706.1_49",0
"23863","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA454","RS_GCF_000742135.1","NC_010870.1_119","NZ_CP019353.1_215",0
"23864","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA454","RS_GCF_000742135.1","NC_010870.1_119","NZ_CP049291.1_137",0
"23865","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA454","RS_GCF_000742135.1","NC_010870.1_119","NZ_CP053772.1_89",0
"23866","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA454","RS_GCF_000742135.1","NC_010870.1_119","NZ_CP115377.1_59",0
"23867","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA454","RS_GCF_000742135.1","NC_010870.1_119","NZ_CP139811.1_48",0
"23868","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA454","RS_GCF_000742135.1","NC_010870.1_119","NZ_CP142966.1_27",0
"23869","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA454","RS_GCF_000742135.1","NC_010870.1_119","NZ_CP146544.1_32",0
"23870","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA454","RS_GCF_000742135.1","NC_010870.1_119","NZ_KP056256.1_146",0
"23871","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA454","RS_GCF_000742135.1","NC_010870.1_119","NZ_MN732922.1_254",0
"23872","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA454","RS_GCF_000742135.1","NC_010870.1_119","NZ_MZ513634.1_46",0
"23873","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA454","RS_GCF_000742135.1","NC_010870.1_119","NZ_OP290545.1_1",0
"23874","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA454","RS_GCF_000742135.1","NC_010870.1_119","OV141395.1_159",0
"23875","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA594","RS_GCF_000006945.2","NC_010870.1_119","AM261282.1_29",0
"23876","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA594","RS_GCF_000006945.2","NC_010870.1_119","AP018569.2_107",0
"23877","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA594","RS_GCF_000006945.2","NC_010870.1_119","AP019386.1_109",0
"23878","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA594","RS_GCF_000006945.2","NC_010870.1_119","AP019386.1_110",0
"23879","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA594","RS_GCF_000006945.2","NC_010870.1_119","AP026508.1_104",0
"23880","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA594","RS_GCF_000006945.2","NC_010870.1_119","AP027468.1_321",0
"23881","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA594","RS_GCF_000006945.2","NC_010870.1_119","CP034325.1_174",0
"23882","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA594","RS_GCF_000006945.2","NC_010870.1_119","CP034325.1_175",0
"23883","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA594","RS_GCF_000006945.2","NC_010870.1_119","CP057748.1_80",0
"23884","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA594","RS_GCF_000006945.2","NC_010870.1_119","NC_010870.1_119",1
"23885","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA594","RS_GCF_000006945.2","NC_010870.1_119","NZ_AP027706.1_49",0
"23886","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA594","RS_GCF_000006945.2","NC_010870.1_119","NZ_CP019353.1_215",0
"23887","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA594","RS_GCF_000006945.2","NC_010870.1_119","NZ_CP049291.1_137",0
"23888","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA594","RS_GCF_000006945.2","NC_010870.1_119","NZ_CP053772.1_89",0
"23889","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA594","RS_GCF_000006945.2","NC_010870.1_119","NZ_CP115377.1_59",0
"23890","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA594","RS_GCF_000006945.2","NC_010870.1_119","NZ_CP139811.1_48",0
"23891","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA594","RS_GCF_000006945.2","NC_010870.1_119","NZ_CP142966.1_27",0
"23892","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA594","RS_GCF_000006945.2","NC_010870.1_119","NZ_CP146544.1_32",0
"23893","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA594","RS_GCF_000006945.2","NC_010870.1_119","NZ_KP056256.1_146",0
"23894","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA594","RS_GCF_000006945.2","NC_010870.1_119","NZ_MN732922.1_254",0
"23895","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA594","RS_GCF_000006945.2","NC_010870.1_119","NZ_MZ513634.1_46",0
"23896","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA594","RS_GCF_000006945.2","NC_010870.1_119","NZ_OP290545.1_1",0
"23897","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA594","RS_GCF_000006945.2","NC_010870.1_119","OV141395.1_159",0
"23898","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA735","RS_GCF_003697165.2","NC_010870.1_119","AM261282.1_29",0
"23899","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA735","RS_GCF_003697165.2","NC_010870.1_119","AP018569.2_107",0
"23900","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA735","RS_GCF_003697165.2","NC_010870.1_119","AP019386.1_109",0
"23901","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA735","RS_GCF_003697165.2","NC_010870.1_119","AP019386.1_110",0
"23902","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA735","RS_GCF_003697165.2","NC_010870.1_119","AP026508.1_104",0
"23903","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA735","RS_GCF_003697165.2","NC_010870.1_119","AP027468.1_321",0
"23904","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA735","RS_GCF_003697165.2","NC_010870.1_119","CP034325.1_174",0
"23905","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA735","RS_GCF_003697165.2","NC_010870.1_119","CP034325.1_175",0
"23906","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA735","RS_GCF_003697165.2","NC_010870.1_119","CP057748.1_80",0
"23907","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA735","RS_GCF_003697165.2","NC_010870.1_119","NC_010870.1_119",1
"23908","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA735","RS_GCF_003697165.2","NC_010870.1_119","NZ_AP027706.1_49",0
"23909","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA735","RS_GCF_003697165.2","NC_010870.1_119","NZ_CP019353.1_215",0
"23910","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA735","RS_GCF_003697165.2","NC_010870.1_119","NZ_CP049291.1_137",0
"23911","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA735","RS_GCF_003697165.2","NC_010870.1_119","NZ_CP053772.1_89",0
"23912","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA735","RS_GCF_003697165.2","NC_010870.1_119","NZ_CP115377.1_59",0
"23913","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA735","RS_GCF_003697165.2","NC_010870.1_119","NZ_CP139811.1_48",0
"23914","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA735","RS_GCF_003697165.2","NC_010870.1_119","NZ_CP142966.1_27",0
"23915","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA735","RS_GCF_003697165.2","NC_010870.1_119","NZ_CP146544.1_32",0
"23916","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA735","RS_GCF_003697165.2","NC_010870.1_119","NZ_KP056256.1_146",0
"23917","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA735","RS_GCF_003697165.2","NC_010870.1_119","NZ_MN732922.1_254",0
"23918","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA735","RS_GCF_003697165.2","NC_010870.1_119","NZ_MZ513634.1_46",0
"23919","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA735","RS_GCF_003697165.2","NC_010870.1_119","NZ_OP290545.1_1",0
"23920","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA735","RS_GCF_003697165.2","NC_010870.1_119","OV141395.1_159",0
"23921","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","GB_GCA_047199055.1","NC_010870.1_119","AM261282.1_29",0
"23922","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","GB_GCA_047199055.1","NC_010870.1_119","AP018569.2_107",0
"23923","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","GB_GCA_047199055.1","NC_010870.1_119","AP019386.1_109",0
"23924","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","GB_GCA_047199055.1","NC_010870.1_119","AP019386.1_110",0
"23925","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","GB_GCA_047199055.1","NC_010870.1_119","AP026508.1_104",0
"23926","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","GB_GCA_047199055.1","NC_010870.1_119","AP027468.1_321",0
"23927","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","GB_GCA_047199055.1","NC_010870.1_119","CP034325.1_174",0
"23928","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","GB_GCA_047199055.1","NC_010870.1_119","CP034325.1_175",0
"23929","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","GB_GCA_047199055.1","NC_010870.1_119","CP057748.1_80",0
"23930","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","GB_GCA_047199055.1","NC_010870.1_119","NC_010870.1_119",1
"23931","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","GB_GCA_047199055.1","NC_010870.1_119","NZ_AP027706.1_49",0
"23932","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","GB_GCA_047199055.1","NC_010870.1_119","NZ_CP019353.1_215",0
"23933","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","GB_GCA_047199055.1","NC_010870.1_119","NZ_CP049291.1_137",0
"23934","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","GB_GCA_047199055.1","NC_010870.1_119","NZ_CP053772.1_89",0
"23935","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","GB_GCA_047199055.1","NC_010870.1_119","NZ_CP115377.1_59",0
"23936","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","GB_GCA_047199055.1","NC_010870.1_119","NZ_CP139811.1_48",0
"23937","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","GB_GCA_047199055.1","NC_010870.1_119","NZ_CP142966.1_27",0
"23938","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","GB_GCA_047199055.1","NC_010870.1_119","NZ_CP146544.1_32",0
"23939","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","GB_GCA_047199055.1","NC_010870.1_119","NZ_KP056256.1_146",0
"23940","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","GB_GCA_047199055.1","NC_010870.1_119","NZ_MN732922.1_254",0
"23941","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","GB_GCA_047199055.1","NC_010870.1_119","NZ_MZ513634.1_46",0
"23942","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","GB_GCA_047199055.1","NC_010870.1_119","NZ_OP290545.1_1",0
"23943","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","GB_GCA_047199055.1","NC_010870.1_119","OV141395.1_159",0
"23944","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000006945.2","NC_010870.1_119","AM261282.1_29",0
"23945","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000006945.2","NC_010870.1_119","AP018569.2_107",0
"23946","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000006945.2","NC_010870.1_119","AP019386.1_109",0
"23947","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000006945.2","NC_010870.1_119","AP019386.1_110",0
"23948","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000006945.2","NC_010870.1_119","AP026508.1_104",0
"23949","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000006945.2","NC_010870.1_119","AP027468.1_321",0
"23950","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000006945.2","NC_010870.1_119","CP034325.1_174",0
"23951","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000006945.2","NC_010870.1_119","CP034325.1_175",0
"23952","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000006945.2","NC_010870.1_119","CP057748.1_80",0
"23953","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000006945.2","NC_010870.1_119","NC_010870.1_119",1
"23954","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000006945.2","NC_010870.1_119","NZ_AP027706.1_49",0
"23955","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000006945.2","NC_010870.1_119","NZ_CP019353.1_215",0
"23956","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000006945.2","NC_010870.1_119","NZ_CP049291.1_137",0
"23957","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000006945.2","NC_010870.1_119","NZ_CP053772.1_89",0
"23958","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000006945.2","NC_010870.1_119","NZ_CP115377.1_59",0
"23959","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000006945.2","NC_010870.1_119","NZ_CP139811.1_48",0
"23960","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000006945.2","NC_010870.1_119","NZ_CP142966.1_27",0
"23961","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000006945.2","NC_010870.1_119","NZ_CP146544.1_32",0
"23962","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000006945.2","NC_010870.1_119","NZ_KP056256.1_146",0
"23963","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000006945.2","NC_010870.1_119","NZ_MN732922.1_254",0
"23964","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000006945.2","NC_010870.1_119","NZ_MZ513634.1_46",0
"23965","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000006945.2","NC_010870.1_119","NZ_OP290545.1_1",0
"23966","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000006945.2","NC_010870.1_119","OV141395.1_159",0
"23967","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000026225.1","NC_010870.1_119","AM261282.1_29",0
"23968","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000026225.1","NC_010870.1_119","AP018569.2_107",0
"23969","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000026225.1","NC_010870.1_119","AP019386.1_109",0
"23970","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000026225.1","NC_010870.1_119","AP019386.1_110",0
"23971","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000026225.1","NC_010870.1_119","AP026508.1_104",0
"23972","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000026225.1","NC_010870.1_119","AP027468.1_321",0
"23973","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000026225.1","NC_010870.1_119","CP034325.1_174",0
"23974","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000026225.1","NC_010870.1_119","CP034325.1_175",0
"23975","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000026225.1","NC_010870.1_119","CP057748.1_80",0
"23976","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000026225.1","NC_010870.1_119","NC_010870.1_119",1
"23977","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000026225.1","NC_010870.1_119","NZ_AP027706.1_49",0
"23978","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000026225.1","NC_010870.1_119","NZ_CP019353.1_215",0
"23979","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000026225.1","NC_010870.1_119","NZ_CP049291.1_137",0
"23980","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000026225.1","NC_010870.1_119","NZ_CP053772.1_89",0
"23981","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000026225.1","NC_010870.1_119","NZ_CP115377.1_59",0
"23982","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000026225.1","NC_010870.1_119","NZ_CP139811.1_48",0
"23983","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000026225.1","NC_010870.1_119","NZ_CP142966.1_27",0
"23984","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000026225.1","NC_010870.1_119","NZ_CP146544.1_32",0
"23985","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000026225.1","NC_010870.1_119","NZ_KP056256.1_146",0
"23986","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000026225.1","NC_010870.1_119","NZ_MN732922.1_254",0
"23987","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000026225.1","NC_010870.1_119","NZ_MZ513634.1_46",0
"23988","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000026225.1","NC_010870.1_119","NZ_OP290545.1_1",0
"23989","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_000026225.1","NC_010870.1_119","OV141395.1_159",0
"23990","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_003697165.2","NC_010870.1_119","AM261282.1_29",0
"23991","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_003697165.2","NC_010870.1_119","AP018569.2_107",0
"23992","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_003697165.2","NC_010870.1_119","AP019386.1_109",0
"23993","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_003697165.2","NC_010870.1_119","AP019386.1_110",0
"23994","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_003697165.2","NC_010870.1_119","AP026508.1_104",0
"23995","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_003697165.2","NC_010870.1_119","AP027468.1_321",0
"23996","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_003697165.2","NC_010870.1_119","CP034325.1_174",0
"23997","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_003697165.2","NC_010870.1_119","CP034325.1_175",0
"23998","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_003697165.2","NC_010870.1_119","CP057748.1_80",0
"23999","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_003697165.2","NC_010870.1_119","NC_010870.1_119",1
"24000","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_003697165.2","NC_010870.1_119","NZ_AP027706.1_49",0
"24001","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_003697165.2","NC_010870.1_119","NZ_CP019353.1_215",0
"24002","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_003697165.2","NC_010870.1_119","NZ_CP049291.1_137",0
"24003","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_003697165.2","NC_010870.1_119","NZ_CP053772.1_89",0
"24004","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_003697165.2","NC_010870.1_119","NZ_CP115377.1_59",0
"24005","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_003697165.2","NC_010870.1_119","NZ_CP139811.1_48",0
"24006","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_003697165.2","NC_010870.1_119","NZ_CP142966.1_27",0
"24007","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_003697165.2","NC_010870.1_119","NZ_CP146544.1_32",0
"24008","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_003697165.2","NC_010870.1_119","NZ_KP056256.1_146",0
"24009","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_003697165.2","NC_010870.1_119","NZ_MN732922.1_254",0
"24010","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_003697165.2","NC_010870.1_119","NZ_MZ513634.1_46",0
"24011","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_003697165.2","NC_010870.1_119","NZ_OP290545.1_1",0
"24012","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA738","RS_GCF_003697165.2","NC_010870.1_119","OV141395.1_159",0
"24013","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA811","RS_GCF_003697165.2","NC_010870.1_119","AM261282.1_29",0
"24014","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA811","RS_GCF_003697165.2","NC_010870.1_119","AP018569.2_107",0
"24015","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA811","RS_GCF_003697165.2","NC_010870.1_119","AP019386.1_109",0
"24016","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA811","RS_GCF_003697165.2","NC_010870.1_119","AP019386.1_110",0
"24017","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA811","RS_GCF_003697165.2","NC_010870.1_119","AP026508.1_104",0
"24018","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA811","RS_GCF_003697165.2","NC_010870.1_119","AP027468.1_321",0
"24019","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA811","RS_GCF_003697165.2","NC_010870.1_119","CP034325.1_174",0
"24020","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA811","RS_GCF_003697165.2","NC_010870.1_119","CP034325.1_175",0
"24021","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA811","RS_GCF_003697165.2","NC_010870.1_119","CP057748.1_80",0
"24022","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA811","RS_GCF_003697165.2","NC_010870.1_119","NC_010870.1_119",1
"24023","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA811","RS_GCF_003697165.2","NC_010870.1_119","NZ_AP027706.1_49",0
"24024","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA811","RS_GCF_003697165.2","NC_010870.1_119","NZ_CP019353.1_215",0
"24025","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA811","RS_GCF_003697165.2","NC_010870.1_119","NZ_CP049291.1_137",0
"24026","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA811","RS_GCF_003697165.2","NC_010870.1_119","NZ_CP053772.1_89",0
"24027","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA811","RS_GCF_003697165.2","NC_010870.1_119","NZ_CP115377.1_59",0
"24028","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA811","RS_GCF_003697165.2","NC_010870.1_119","NZ_CP139811.1_48",0
"24029","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA811","RS_GCF_003697165.2","NC_010870.1_119","NZ_CP142966.1_27",0
"24030","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA811","RS_GCF_003697165.2","NC_010870.1_119","NZ_CP146544.1_32",0
"24031","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA811","RS_GCF_003697165.2","NC_010870.1_119","NZ_KP056256.1_146",0
"24032","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA811","RS_GCF_003697165.2","NC_010870.1_119","NZ_MN732922.1_254",0
"24033","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA811","RS_GCF_003697165.2","NC_010870.1_119","NZ_MZ513634.1_46",0
"24034","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA811","RS_GCF_003697165.2","NC_010870.1_119","NZ_OP290545.1_1",0
"24035","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA811","RS_GCF_003697165.2","NC_010870.1_119","OV141395.1_159",0
"24036","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA812","RS_GCF_003697165.2","NC_010870.1_119","AM261282.1_29",0
"24037","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA812","RS_GCF_003697165.2","NC_010870.1_119","AP018569.2_107",0
"24038","NC_010870.1|integron_01|NC_010870.1_119","environmental","AA812","RS_GCF_003697165.2","NC_010870.1_119","AP019386.1_109",0
